Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Bim Son,2023-11-28 16:36:46.000000 ,24,63,4.14,1016,24.1,116,20,10000,Mây ít,Nắng
Cu Chi,2023-11-28 16:36:46.000000 ,31.01,71,1.73,1008,37.93,320,39,10000,Mây rải rác,Nắng
Uyen Hung,2023-11-28 16:36:46.000000 ,30.78,72,1.79,1008,37.6,276,53,10000,Mây rải rác,Nắng
Ben Tre,2023-11-28 16:36:47.000000 ,25.72,87,1.74,1008,26.62,84,61,10000,Mưa nhẹ,Mưa
Sa Dec,2023-11-28 16:36:47.000000 ,28.99,77,1.23,1008,34.08,336,100,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-28 16:36:47.000000 ,24.34,85,3.92,1011,25.05,13,57,10000,Mây rải rác,Nắng
Song Cau,2023-11-28 16:36:46.000000 ,24.07,82,7.25,1013,24.67,0,97,10000,Mưa nhẹ,Mưa
Ngo Chau,2023-11-28 16:36:47.000000 ,23.15,83,4.49,1013,23.69,4,91,10000,Mây u ám,Nắng
Hoi An,2023-11-28 16:36:47.000000 ,25.98,79,4.16,1015,25.98,25,58,10000,Mây rải rác,Nắng
Dong Ha,2023-11-28 16:36:47.000000 ,22.45,80,3.07,1015,22.84,72,57,10000,Mây rải rác,Nắng
Bim Son,2023-11-28 16:36:46.000000 ,24,63,4.14,1016,24.1,116,20,10000,Mây ít,Nắng
Phu Ly,2023-11-28 16:36:47.000000 ,25.28,52,4.52,1015,25.22,122,10,10000,Không xác định,Nắng
Hai Ha,2023-11-28 16:36:47.000000 ,22.91,61,1.37,1016,22.85,114,33,10000,Mây rải rác,Nắng
Ha Dong,2023-11-28 16:36:47.000000 ,27.01,40,1.26,1015,26.87,126,3,10000,Không xác định,Nắng
Hau Duong,2023-11-28 16:36:47.000000 ,27.02,39,2.06,1016,26.83,100,0,10000,Không xác định,Nắng
Yen Lap,2023-11-28 16:36:48.000000 ,23.56,54,1.27,1015,23.38,121,2,10000,Không xác định,Nắng
Thanh Ba,2023-11-28 16:36:48.000000 ,24.11,48,1.84,1015,23.83,133,1,10000,Không xác định,Nắng
Doan Hung,2023-11-28 16:36:48.000000 ,24.2,51,1.71,1015,24.01,151,1,10000,Không xác định,Nắng
Son Duong,2023-11-28 16:36:48.000000 ,23.38,51,1.22,1015,23.11,139,0,10000,Không xác định,Nắng
