Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Tan An,2023-12-04 13:37:18.000000 ,34.01,58,1.11,1009,41.01,77,70,10000,Mưa nhẹ,Mưa
Kon Tum,2023-12-04 13:37:18.000000 ,29.61,54,2.51,1010,31.09,76,90,10000,Mây u ám,Nắng
Tam Ky,2023-12-04 13:37:19.000000 ,26.2,85,3.59,1012,26.2,33,77,10000,Mây rải rác,Nắng
Vinh Long,2023-12-04 13:37:19.000000 ,30.99,64,2.16,1009,35.86,70,56,10000,Mây rải rác,Nắng
Lao Cai,2023-12-04 13:37:19.000000 ,20.83,87,0.6,1016,21.24,144,100,10000,Mây u ám,Nắng
Lagi,2023-12-04 13:37:19.000000 ,28.47,71,4.23,1009,31.76,106,100,10000,Mây u ám,Nắng
Rach Gia,2023-12-04 13:37:15.000000 ,29.62,67,2.03,1009,33.49,54,81,10000,Mây rải rác,Nắng
Con Son,2023-12-04 13:37:20.000000 ,26.77,86,7.72,1009,29.74,55,100,10000,Mưa vừa,Mưa
Cho Dok,2023-12-04 13:37:20.000000 ,32.2,54,1.9,1009,35.78,24,83,10000,Mây rải rác,Nắng
Loc Ninh,2023-12-04 13:37:20.000000 ,33.49,46,1.63,1008,36.11,187,100,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-12-04 13:37:20.000000 ,30.38,60,6.34,1009,33.57,54,94,10000,Mây u ám,Nắng
Kwang Binh,2023-12-04 13:37:20.000000 ,24.07,86,5,1013,24.78,328,83,10000,Mây rải rác,Nắng
Dien Bien Phu,2023-12-04 13:37:21.000000 ,27.39,60,0.79,1012,28.59,308,98,10000,Mây u ám,Nắng
Turan,2023-12-04 13:33:51.000000 ,26.99,78,3.6,1013,29.53,60,75,10000,Mây rải rác,Nắng
Don Luan,2023-12-04 13:37:21.000000 ,33.86,60,1.85,1008,40.86,253,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-04 13:37:20.000000 ,33.49,46,1.63,1008,36.11,187,100,10000,Mây u ám,Nắng
Song Cau,2023-12-04 13:37:21.000000 ,27.17,77,3.84,1011,29.82,27,100,10000,Mây u ám,Nắng
Bim Son,2023-12-04 13:37:21.000000 ,22.21,73,3.05,1015,22.39,27,100,10000,Mây u ám,Nắng
Cu Chi,2023-12-04 13:37:22.000000 ,34.01,55,1.76,1008,40.21,51,99,10000,Mây u ám,Nắng
Uyen Hung,2023-12-04 13:37:22.000000 ,33.78,57,0.18,1008,40.39,238,100,10000,Mây u ám,Nắng
Ben Tre,2023-12-04 13:37:22.000000 ,31.29,62,1.59,1009,36.01,85,67,10000,Mây rải rác,Nắng
Sa Dec,2023-12-04 13:37:22.000000 ,30.99,62,2.26,1009,35.33,74,88,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-12-04 13:37:22.000000 ,29.34,70,3.15,1011,33.48,43,96,10000,Mây u ám,Nắng
Song Cau,2023-12-04 13:37:21.000000 ,27.17,77,3.84,1011,29.82,27,100,10000,Mây u ám,Nắng
Ngo Chau,2023-12-04 13:37:23.000000 ,27.65,73,2.84,1011,30.36,32,100,10000,Mây u ám,Nắng
Hoi An,2023-12-04 13:35:05.000000 ,26.98,86,4.36,1012,30.27,18,92,10000,Mây u ám,Nắng
Dong Ha,2023-12-04 13:37:23.000000 ,24.79,89,3.83,1013,25.65,1,99,10000,Mây u ám,Nắng
Bim Son,2023-12-04 13:37:21.000000 ,22.21,73,3.05,1015,22.39,27,100,10000,Mây u ám,Nắng
Phu Ly,2023-12-04 13:37:23.000000 ,21.12,73,2.42,1015,21.19,358,100,10000,Mây u ám,Nắng
Hai Ha,2023-12-04 13:37:24.000000 ,20.38,86,1,1016,20.72,50,100,10000,Mây u ám,Nắng
Ha Dong,2023-12-04 13:37:24.000000 ,20.01,75,2.07,1016,20.02,15,100,10000,Mây u ám,Nắng
Hau Duong,2023-12-04 13:37:24.000000 ,20.02,77,3.09,1018,20.09,360,100,10000,Mây u ám,Nắng
Yen Lap,2023-12-04 13:37:24.000000 ,18.95,86,0.41,1016,19.15,79,100,10000,Mây u ám,Nắng
Thanh Ba,2023-12-04 13:37:24.000000 ,19.24,83,0.33,1016,19.39,101,100,10000,Mây u ám,Nắng
Doan Hung,2023-12-04 13:37:25.000000 ,19.59,82,0.56,1016,19.75,100,100,10000,Mây u ám,Nắng
Son Duong,2023-12-04 13:37:25.000000 ,19.1,83,0.8,1016,19.23,79,100,10000,Mây u ám,Nắng
