Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Nam Dinh,2023-12-03 17:37:38.000000 ,21.3,76,2.24,1018,21.47,50,100,10000,Mây u ám,Nắng
Ca Mau,2023-12-03 17:37:38.000000 ,25.63,87,4.74,1010,26.52,87,99,10000,Mây u ám,Nắng
Viet Tri,2023-12-03 17:37:38.000000 ,17.97,83,0.24,1018,17.99,264,100,10000,Mây u ám,Nắng
Soc Trang,2023-12-03 17:37:38.000000 ,25.42,86,5.41,1010,26.26,89,93,10000,Mây u ám,Nắng
Quang Ngai,2023-12-03 17:37:38.000000 ,23.9,92,1.83,1014,24.75,36,99,10000,Mây u ám,Nắng
Thai Binh,2023-12-03 17:37:39.000000 ,21.58,78,3.46,1018,21.83,72,100,10000,Mây u ám,Nắng
My Tho,2023-12-03 17:37:39.000000 ,25.5,87,2.72,1010,26.38,128,100,10000,Mây u ám,Nắng
Tuy Hoa,2023-12-03 17:37:39.000000 ,24.42,91,2.14,1013,25.29,20,99,10000,Mây u ám,Nắng
Bac Lieu,2023-12-03 17:37:39.000000 ,25.87,87,6.81,1010,26.78,81,91,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-12-03 17:37:39.000000 ,21.99,74,0.88,1018,22.18,110,100,10000,Mây u ám,Nắng
Bac Giang,2023-12-03 17:37:39.000000 ,18.04,68,2.4,1018,17.68,352,100,10000,Mây u ám,Nắng
Tay Ninh,2023-12-03 17:37:39.000000 ,27.2,76,2.75,1009,29.78,189,99,10000,Mây u ám,Nắng
Ninh Binh,2023-12-03 17:37:40.000000 ,20.79,77,2.08,1018,20.94,8,100,10000,Mây u ám,Nắng
Tan An,2023-12-03 17:37:40.000000 ,29.01,87,2.46,1009,36.01,158,100,10000,Mây u ám,Nắng
Kon Tum,2023-12-03 17:37:40.000000 ,21.45,89,1.75,1014,21.97,53,100,10000,Mây u ám,Nắng
Tam Ky,2023-12-03 17:37:40.000000 ,23.84,93,3.11,1014,24.71,68,68,7910,Mây rải rác,Nắng
Vinh Long,2023-12-03 17:37:40.000000 ,27.99,85,3.35,1010,32.87,117,100,10000,Mưa nhẹ,Mưa
Lao Cai,2023-12-03 17:37:40.000000 ,18.69,98,0.38,1018,19.17,137,100,713,Mây u ám,Nắng
Lagi,2023-12-03 17:37:40.000000 ,26.27,82,4.96,1009,26.27,88,100,10000,Mây u ám,Nắng
Rach Gia,2023-12-03 17:37:37.000000 ,26.16,84,3.91,1010,26.16,102,100,10000,Mưa nhẹ,Mưa
Con Son,2023-12-03 17:37:40.000000 ,26.54,88,9.18,1010,26.54,69,84,10000,Mây rải rác,Nắng
Cho Dok,2023-12-03 17:37:41.000000 ,27.17,77,2.18,1010,29.82,164,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-03 17:37:41.000000 ,27.38,79,0.4,1009,30.49,156,100,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-12-03 17:37:41.000000 ,24.56,89,3.89,1011,25.4,15,100,10000,Mây u ám,Nắng
Kwang Binh,2023-12-03 17:37:41.000000 ,22.61,88,3.75,1016,23.22,327,100,10000,Mây u ám,Nắng
Dien Bien Phu,2023-12-03 17:37:41.000000 ,22.15,87,1.18,1015,22.69,59,100,10000,Mây u ám,Nắng
Turan,2023-12-03 17:37:41.000000 ,26.99,78,3.6,1015,29.53,50,75,10000,Mây rải rác,Nắng
Don Luan,2023-12-03 17:37:41.000000 ,27.75,82,0.58,1009,31.76,212,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-03 17:37:41.000000 ,27.38,79,0.4,1009,30.49,156,100,10000,Mây u ám,Nắng
Song Cau,2023-12-03 17:37:42.000000 ,24.49,91,3.23,1013,25.37,5,56,10000,Mây rải rác,Nắng
Bim Son,2023-12-03 17:37:42.000000 ,20.52,80,2.11,1018,20.72,10,100,10000,Mây u ám,Nắng
Cu Chi,2023-12-03 17:37:42.000000 ,29.01,80,2.42,1009,34.77,205,100,10000,Mây u ám,Nắng
Uyen Hung,2023-12-03 17:37:42.000000 ,28.78,82,2.06,1009,34.55,223,100,10000,Mây u ám,Nắng
Ben Tre,2023-12-03 17:37:42.000000 ,25.47,86,3.05,1010,26.32,111,100,10000,Mây u ám,Nắng
Sa Dec,2023-12-03 17:37:42.000000 ,27.99,84,3.73,1010,32.71,119,100,10000,Mưa nhẹ,Mưa
Ap Van Tu Tay,2023-12-03 17:37:42.000000 ,24.34,93,2.32,1013,25.26,320,98,10000,Mây u ám,Nắng
Song Cau,2023-12-03 17:37:42.000000 ,24.49,91,3.23,1013,25.37,5,56,10000,Mây rải rác,Nắng
Ngo Chau,2023-12-03 17:37:42.000000 ,23.36,95,2.05,1013,24.23,8,72,10000,Mây rải rác,Nắng
Hoi An,2023-12-03 17:35:03.000000 ,26.98,91,4.57,1014,30.78,59,71,6938,Mây rải rác,Nắng
Dong Ha,2023-12-03 17:37:43.000000 ,23.31,93,3.04,1015,24.12,49,100,10000,Mây u ám,Nắng
Bim Son,2023-12-03 17:37:42.000000 ,20.52,80,2.11,1018,20.72,10,100,10000,Mây u ám,Nắng
Phu Ly,2023-12-03 17:37:43.000000 ,20.29,73,1.83,1018,20.28,338,100,10000,Mây u ám,Nắng
Hai Ha,2023-12-03 17:37:43.000000 ,18.21,96,0.63,1018,18.59,47,100,10000,Mây u ám,Nắng
Ha Dong,2023-12-03 17:37:43.000000 ,18.01,73,1.59,1018,17.77,338,100,10000,Mây u ám,Nắng
Hau Duong,2023-12-03 17:37:43.000000 ,18.02,88,3.6,1019,18.18,40,100,10000,Mây u ám,Nắng
Yen Lap,2023-12-03 17:37:43.000000 ,18.43,86,0.49,1018,18.57,98,100,10000,Mây u ám,Nắng
Thanh Ba,2023-12-03 17:37:43.000000 ,18.53,85,0.38,1018,18.66,109,100,10000,Mây u ám,Nắng
Doan Hung,2023-12-03 17:37:43.000000 ,18.69,84,0.43,1018,18.81,110,100,10000,Mây u ám,Nắng
Son Duong,2023-12-03 17:37:43.000000 ,18.22,85,0.51,1018,18.32,86,100,10000,Mây u ám,Nắng
