Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Phan Rang-Thap Cham,2023-11-12 20:07:05.000000 ,25.33,87,3.2,1014,26.19,24,7,10000,Không xác định,Nắng
Kwang Binh,2023-11-12 20:07:05.000000 ,25.63,87,2.35,1017,26.52,86,20,10000,Mưa nhẹ,Mưa
Dien Bien Phu,2023-11-12 20:07:05.000000 ,22.67,88,1.36,1018,23.29,91,100,10000,Mây u ám,Nắng
Turan,2023-11-12 20:05:59.000000 ,25.99,89,0.51,1016,25.99,0,75,8000,Mưa nhẹ,Mưa
Don Luan,2023-11-12 20:07:05.000000 ,24.32,93,1.41,1013,25.24,27,98,10000,Mây u ám,Nắng
Loc Ninh,2023-11-12 20:07:04.000000 ,23.94,94,1.08,1013,24.84,60,100,10000,Mây u ám,Nắng
Song Cau,2023-11-12 20:07:06.000000 ,25.76,88,4.03,1015,26.69,2,72,10000,Mây rải rác,Nắng
Bim Son,2023-11-12 20:07:06.000000 ,25.14,85,6.44,1019,25.93,66,66,10000,Mây rải rác,Nắng
Cu Chi,2023-11-12 20:04:44.000000 ,27.01,92,2.35,1013,30.98,120,99,9133,Mây u ám,Nắng
Uyen Hung,2023-11-12 20:07:06.000000 ,26.78,88,1.51,1013,29.94,97,90,10000,Mây u ám,Nắng
Ben Tre,2023-11-12 20:07:07.000000 ,26.08,89,2.89,1013,26.08,101,9,10000,Không xác định,Nắng
Sa Dec,2023-11-12 20:07:07.000000 ,27.99,91,2.22,1013,33.89,88,13,10000,Mây ít,Nắng
Ap Van Tu Tay,2023-11-12 20:07:07.000000 ,25.34,91,1.95,1015,26.31,341,13,10000,Mây ít,Nắng
Song Cau,2023-11-12 20:07:06.000000 ,25.76,88,4.03,1015,26.69,2,72,10000,Mây rải rác,Nắng
Ngo Chau,2023-11-12 20:07:07.000000 ,24.22,94,2.39,1016,25.15,356,70,10000,Mây rải rác,Nắng
Hoi An,2023-11-12 20:02:35.000000 ,25.98,83,2.38,1017,25.98,70,68,10000,Mây rải rác,Nắng
Dong Ha,2023-11-12 20:07:08.000000 ,24.72,90,1.97,1017,25.6,95,11,10000,Mây ít,Nắng
Bim Son,2023-11-12 20:07:06.000000 ,25.14,85,6.44,1019,25.93,66,66,10000,Mây rải rác,Nắng
Phu Ly,2023-11-12 20:07:08.000000 ,24.48,84,4.41,1019,25.18,86,75,10000,Mây rải rác,Nắng
Hai Ha,2023-11-12 20:07:08.000000 ,22.47,98,1.11,1020,23.33,117,86,9307,Mưa nhẹ,Mưa
Ha Dong,2023-11-12 20:07:08.000000 ,25.01,83,3.16,1019,25.73,67,99,10000,Mưa nhẹ,Mưa
Hau Duong,2023-11-12 20:06:19.000000 ,25.02,94,3.6,1018,26.03,130,100,8000,Mây u ám,Nắng
Yen Lap,2023-11-12 20:07:08.000000 ,23.25,93,1.81,1019,24.06,111,83,10000,Mây rải rác,Nắng
Thanh Ba,2023-11-12 20:07:08.000000 ,23.29,92,1.21,1019,24.08,126,97,7292,Mây u ám,Nắng
Doan Hung,2023-11-12 20:07:09.000000 ,23.29,91,1.75,1019,24.05,85,89,9799,Mây u ám,Nắng
Son Duong,2023-11-12 20:07:09.000000 ,22.72,93,2.3,1020,23.48,71,94,10000,Mây u ám,Nắng
