Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Phu Khuong,2023-12-13 21:01:34.000000 ,26.92,71,2.37,1012,28.8,197,100,10000,Mây u ám,Nắng
Vinh,2023-12-13 20:56:31.000000 ,23.09,84,1.34,1017,23.65,145,91,10000,Mây u ám,Nắng
Rach Gia,2023-12-13 21:04:42.000000 ,25.65,80,3.89,1012,26.36,84,99,10000,Mây u ám,Nắng
Da Lat,2023-12-13 21:04:42.000000 ,14.09,97,1.26,1018,14.09,46,84,10000,Mây rải rác,Nắng
Bac Ninh,2023-12-13 21:04:42.000000 ,24.05,86,3.92,1017,24.76,131,15,10000,Mây ít,Nắng
Hai Duong,2023-12-13 21:03:38.000000 ,24,88,4.08,1017,24.75,115,65,10000,Mây rải rác,Nắng
Phan Thiet,2023-12-13 21:04:43.000000 ,25.31,79,3.73,1013,25.96,55,64,10000,Mây rải rác,Nắng
Pleiku,2023-12-13 21:04:43.000000 ,18.02,94,2.38,1017,18.33,56,27,10000,Mây rải rác,Nắng
Nam Dinh,2023-12-13 21:03:45.000000 ,23.62,84,2.2,1017,24.23,147,18,10000,Mây ít,Nắng
Ca Mau,2023-12-13 21:00:18.000000 ,25.81,78,4.06,1012,26.48,78,90,10000,Mây u ám,Nắng
Viet Tri,2023-12-13 21:04:44.000000 ,23.97,82,3.95,1016,24.56,115,6,10000,Không xác định,Nắng
Soc Trang,2023-12-13 21:03:40.000000 ,26.31,76,6.28,1012,26.31,82,100,10000,Mây u ám,Nắng
Quang Ngai,2023-12-13 21:03:39.000000 ,24.26,82,2.02,1016,24.88,330,100,10000,Mây u ám,Nắng
Thai Binh,2023-12-13 21:04:22.000000 ,23.65,85,2.36,1017,24.29,131,19,10000,Mây ít,Nắng
My Tho,2023-12-13 21:01:28.000000 ,25.57,81,2.63,1012,26.3,106,99,10000,Mưa nhẹ,Mưa
Tuy Hoa,2023-12-13 21:03:21.000000 ,23.83,90,2.44,1016,24.62,322,36,10000,Mây rải rác,Nắng
Bac Lieu,2023-12-13 21:04:45.000000 ,26.75,77,8.07,1012,28.96,77,100,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-12-13 21:04:45.000000 ,23.99,91,2.24,1017,24.82,89,70,10000,Mây rải rác,Nắng
Bac Giang,2023-12-13 21:04:46.000000 ,24.04,84,3.28,1017,24.69,130,27,10000,Mây rải rác,Nắng
Tay Ninh,2023-12-13 21:04:46.000000 ,27.22,69,2.38,1012,29.14,196,100,10000,Mây u ám,Nắng
Ninh Binh,2023-12-13 20:59:43.000000 ,23.57,79,2.14,1017,24.05,173,12,10000,Mây ít,Nắng
Tan An,2023-12-13 21:04:46.000000 ,29.01,83,2.18,1012,35.44,129,91,10000,Mây u ám,Nắng
Kon Tum,2023-12-13 21:04:46.000000 ,18.65,96,1.53,1017,19.08,60,11,10000,Mây ít,Nắng
Tam Ky,2023-12-13 21:04:47.000000 ,24.24,82,1.21,1017,24.86,269,98,10000,Mưa nhẹ,Mưa
Vinh Long,2023-12-13 21:03:41.000000 ,27.99,81,2.44,1012,32.23,98,100,10000,Mây u ám,Nắng
Lao Cai,2023-12-13 21:04:47.000000 ,22.12,90,0.77,1017,22.74,181,61,10000,Mây rải rác,Nắng
Lagi,2023-12-13 21:04:47.000000 ,25.72,82,6.05,1013,26.49,67,42,10000,Mưa nhẹ,Mưa
Rach Gia,2023-12-13 21:04:42.000000 ,25.65,80,3.89,1012,26.36,84,99,10000,Mây u ám,Nắng
Con Son,2023-12-13 21:04:48.000000 ,26.68,85,10.64,1012,29.43,60,100,10000,Mưa vừa,Mưa
Cho Dok,2023-12-13 21:04:48.000000 ,27.01,74,1.79,1013,29.22,142,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-13 21:04:48.000000 ,25.78,72,1.3,1013,26.29,75,100,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-12-13 21:04:49.000000 ,24.14,82,3.01,1014,24.75,358,96,10000,Mây u ám,Nắng
Kwang Binh,2023-12-13 21:02:32.000000 ,23.56,88,1.36,1017,24.27,201,47,10000,Mây rải rác,Nắng
Dien Bien Phu,2023-12-13 21:04:49.000000 ,19.95,92,1.1,1016,20.4,99,5,10000,Không xác định,Nắng
Turan,2023-12-13 21:03:03.000000 ,24.99,88,1.54,1017,25.84,300,40,10000,Mây rải rác,Nắng
Don Luan,2023-12-13 21:04:15.000000 ,25.32,80,0.89,1013,26,27,85,10000,Mây u ám,Nắng
Loc Ninh,2023-12-13 21:04:48.000000 ,25.78,72,1.3,1013,26.29,75,100,10000,Mây u ám,Nắng
Song Cau,2023-12-13 21:04:50.000000 ,23.74,90,3.41,1016,24.52,327,5,10000,Không xác định,Nắng
Bim Son,2023-12-13 21:00:04.000000 ,23.62,80,2.33,1017,24.13,170,12,10000,Mây ít,Nắng
Cu Chi,2023-12-13 21:04:51.000000 ,29.01,75,2.31,1012,33.72,164,39,10000,Mây rải rác,Nắng
Uyen Hung,2023-12-13 21:03:35.000000 ,28.78,73,1.07,1012,32.79,124,20,10000,Mây ít,Nắng
Ben Tre,2023-12-13 21:04:51.000000 ,26.05,79,3.23,1012,26.05,97,100,10000,Mây u ám,Nắng
Sa Dec,2023-12-13 21:01:17.000000 ,27.99,79,2.69,1012,31.92,106,100,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-12-13 21:03:10.000000 ,26.34,86,2.13,1015,26.34,320,63,10000,Mây rải rác,Nắng
Song Cau,2023-12-13 21:04:50.000000 ,23.74,90,3.41,1016,24.52,327,5,10000,Không xác định,Nắng
Ngo Chau,2023-12-13 21:01:43.000000 ,22.44,94,2.24,1016,23.19,324,16,10000,Mây ít,Nắng
Hoi An,2023-12-13 21:02:44.000000 ,24.98,81,1.68,1017,25.65,272,64,10000,Mây rải rác,Nắng
Dong Ha,2023-12-13 21:04:52.000000 ,22.35,92,0.78,1017,23.04,173,10,10000,Không xác định,Nắng
Bim Son,2023-12-13 21:00:04.000000 ,23.62,80,2.33,1017,24.13,170,12,10000,Mây ít,Nắng
Phu Ly,2023-12-13 21:04:53.000000 ,23.12,85,1.85,1017,23.71,145,24,10000,Mây ít,Nắng
Hai Ha,2023-12-13 21:04:53.000000 ,21.01,94,1.23,1017,21.62,158,6,10000,Không xác định,Nắng
Ha Dong,2023-12-13 21:04:53.000000 ,24.01,85,3.58,1017,24.69,133,8,10000,Không xác định,Nắng
Hau Duong,2023-12-13 21:04:53.000000 ,24.02,88,4.12,1017,24.78,130,6,5000,Không xác định,Nắng
Yen Lap,2023-12-13 21:01:29.000000 ,22.48,85,1.43,1016,23,124,5,10000,Không xác định,Nắng
Thanh Ba,2023-12-13 21:04:54.000000 ,23.14,80,3.52,1016,23.6,122,4,10000,Không xác định,Nắng
Doan Hung,2023-12-13 21:02:35.000000 ,23.08,80,2.66,1016,23.53,121,7,10000,Không xác định,Nắng
Son Duong,2023-12-13 21:04:54.000000 ,22.02,84,1.51,1017,22.47,104,7,10000,Không xác định,Nắng
