Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Soc Trang,2023-11-15 10:02:30.000000 ,30.09,70,3.42,1013,35.26,53,41,10000,Mây rải rác,Nắng
Quang Ngai,2023-11-15 10:02:30.000000 ,26.36,90,1.7,1018,26.36,23,97,5275,Mưa nhẹ,Mưa
Thai Binh,2023-11-15 10:02:30.000000 ,21.96,69,2.41,1022,22.01,26,100,10000,Mây u ám,Nắng
My Tho,2023-11-15 09:57:54.000000 ,29.48,76,1.99,1013,35.14,24,37,10000,Mây rải rác,Nắng
Tuy Hoa,2023-11-15 09:57:58.000000 ,26.77,89,3.72,1016,30,36,83,10000,Mây rải rác,Nắng
Bac Lieu,2023-11-15 09:57:49.000000 ,29.31,75,7.5,1013,34.47,66,70,10000,Mây rải rác,Nắng
Thanh Pho Uong Bi,2023-11-15 09:57:58.000000 ,22.99,66,0.69,1022,23.07,35,100,10000,Mây u ám,Nắng
Bac Giang,2023-11-15 10:02:31.000000 ,19.04,67,0.6,1022,18.75,32,100,10000,Mây u ám,Nắng
Tay Ninh,2023-11-15 10:02:32.000000 ,29.1,71,2.82,1014,33.14,39,59,10000,Mây rải rác,Nắng
Ninh Binh,2023-11-15 09:57:54.000000 ,21.58,69,2.28,1022,21.6,10,99,10000,Mây u ám,Nắng
Tan An,2023-11-15 10:02:32.000000 ,30.01,78,2.2,1013,37.01,9,40,10000,Mây rải rác,Nắng
Kon Tum,2023-11-15 10:02:32.000000 ,23.92,84,2.22,1018,24.56,53,98,10000,Mưa vừa,Mưa
Tam Ky,2023-11-15 10:02:33.000000 ,24.72,95,0.91,1018,25.73,81,100,5628,Mây u ám,Nắng
Vinh Long,2023-11-15 10:02:33.000000 ,30.99,67,2.82,1013,36.69,17,38,10000,Mây rải rác,Nắng
Lao Cai,2023-11-15 10:02:33.000000 ,19.92,86,0.79,1022,20.21,131,97,10000,Mây u ám,Nắng
Lagi,2023-11-15 10:02:33.000000 ,29.58,68,2.79,1013,33.61,86,81,10000,Mưa vừa,Mưa
Rach Gia,2023-11-15 10:02:26.000000 ,28.83,77,3.24,1013,33.67,11,29,10000,Mây rải rác,Nắng
Con Son,2023-11-15 10:02:34.000000 ,28.12,83,9.69,1013,32.9,60,32,10000,Mây rải rác,Nắng
Cho Dok,2023-11-15 10:02:34.000000 ,29.21,74,4.2,1014,34.01,6,31,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-15 10:02:34.000000 ,27.93,64,1.63,1014,29.8,48,32,10000,Mây rải rác,Nắng
Phan Rang-Thap Cham,2023-11-15 10:02:35.000000 ,30.24,66,5.35,1014,34.64,38,80,10000,Không xác định,Mưa
Kwang Binh,2023-11-15 10:02:35.000000 ,21.38,91,4.48,1020,21.95,308,100,10000,Mây u ám,Nắng
Dien Bien Phu,2023-11-15 10:02:35.000000 ,25.98,63,0.45,1020,25.98,125,52,10000,Mây rải rác,Nắng
Turan,2023-11-15 10:00:54.000000 ,27.99,83,3.6,1018,32.54,70,40,10000,Mây rải rác,Nắng
Don Luan,2023-11-15 09:57:51.000000 ,30.22,65,1.28,1014,34.36,40,47,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-15 10:02:34.000000 ,27.93,64,1.63,1014,29.8,48,32,10000,Mây rải rác,Nắng
Song Cau,2023-11-15 10:02:36.000000 ,26.43,90,3.99,1016,26.43,25,91,6730,Mây u ám,Nắng
Bim Son,2023-11-15 10:02:37.000000 ,21.02,72,2.27,1022,21.06,3,100,10000,Mây u ám,Nắng
Cu Chi,2023-11-15 10:02:37.000000 ,30.01,73,2.3,1013,35.81,18,51,10000,Mây rải rác,Nắng
Uyen Hung,2023-11-15 10:02:38.000000 ,29.78,73,1.84,1014,35.21,4,65,10000,Mây rải rác,Nắng
Ben Tre,2023-11-15 10:02:38.000000 ,29.85,73,1.94,1013,35.39,37,39,10000,Mây rải rác,Nắng
Sa Dec,2023-11-15 10:02:38.000000 ,30.99,69,3.57,1013,37.27,12,39,9193,Mây rải rác,Nắng
Ap Van Tu Tay,2023-11-15 10:02:38.000000 ,23.34,79,0.88,1016,23.79,50,85,8103,Mưa nhẹ,Mưa
Song Cau,2023-11-15 10:02:36.000000 ,26.43,90,3.99,1016,26.43,25,91,6730,Mây u ám,Nắng
Ngo Chau,2023-11-15 10:02:39.000000 ,25.73,93,2.7,1017,26.79,29,94,6435,Mây u ám,Nắng
Hoi An,2023-11-15 10:01:27.000000 ,27.98,87,3.63,1018,33.17,70,85,5321,Mây u ám,Nắng
Dong Ha,2023-11-15 10:02:39.000000 ,22.93,93,2.73,1019,23.71,25,98,2506,Mưa vừa,Mưa
Bim Son,2023-11-15 10:02:37.000000 ,21.02,72,2.27,1022,21.06,3,100,10000,Mây u ám,Nắng
Phu Ly,2023-11-15 10:02:40.000000 ,22.24,66,1.46,1022,22.24,16,98,10000,Mây u ám,Nắng
Hai Ha,2023-11-15 10:02:40.000000 ,23.63,68,1.32,1022,23.82,135,75,10000,Mây rải rác,Nắng
Ha Dong,2023-11-15 10:02:40.000000 ,19.01,62,1.1,1022,18.59,60,99,10000,Mây u ám,Nắng
Hau Duong,2023-11-15 10:02:40.000000 ,19.02,77,3.09,1023,18.99,30,100,10000,Mây u ám,Nắng
Yen Lap,2023-11-15 10:02:41.000000 ,22.53,65,1.33,1022,22.54,97,81,10000,Mây rải rác,Nắng
Thanh Ba,2023-11-15 10:02:41.000000 ,21.62,66,1.24,1022,21.56,108,93,10000,Mây u ám,Nắng
Doan Hung,2023-11-15 10:02:42.000000 ,21.14,68,0.89,1022,21.09,105,98,10000,Mây u ám,Nắng
Son Duong,2023-11-15 10:02:42.000000 ,20.41,70,0.45,1022,20.33,76,100,10000,Mây u ám,Nắng
