Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Hoi An,2023-11-24 19:37:24.000000 ,25.98,70,3.4,1018,25.98,21,48,10000,Mây rải rác,Nắng
Dong Ha,2023-11-24 19:37:24.000000 ,21.76,78,2.51,1018,22.03,98,83,10000,Mây rải rác,Nắng
Bim Son,2023-11-24 19:37:22.000000 ,23.64,75,2.17,1019,24.02,96,89,10000,Mây u ám,Nắng
Phu Ly,2023-11-24 19:37:24.000000 ,23.52,74,2.25,1019,23.86,135,98,10000,Mây u ám,Nắng
Hai Ha,2023-11-24 19:37:25.000000 ,20.55,91,1.41,1020,21.04,164,92,10000,Mây u ám,Nắng
Ha Dong,2023-11-24 19:37:25.000000 ,24.01,67,3.67,1019,24.22,155,82,10000,Mây rải rác,Nắng
Hau Duong,2023-11-24 19:37:25.000000 ,24.02,73,2.06,1018,24.38,170,89,4900,Không xác định,Nắng
Yen Lap,2023-11-24 19:37:25.000000 ,22.91,71,1.04,1018,23.11,158,97,10000,Mây u ám,Nắng
Thanh Ba,2023-11-24 19:37:25.000000 ,23.06,67,2.11,1018,23.17,125,86,10000,Mây u ám,Nắng
Doan Hung,2023-11-24 19:37:25.000000 ,22.77,68,1.67,1018,22.88,121,55,10000,Mây rải rác,Nắng
Son Duong,2023-11-24 19:37:26.000000 ,21.93,70,1.53,1019,22.01,128,53,10000,Mây rải rác,Nắng
