Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Bac Lieu,2023-11-20 09:44:27.000000 ,26.63,77,2.36,1013,26.63,346,100,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-11-20 09:44:28.000000 ,23.99,37,0.48,1020,23.41,194,6,10000,Không xác định,Nắng
Bac Giang,2023-11-20 09:44:28.000000 ,21.04,47,1.74,1021,20.43,324,4,10000,Không xác định,Nắng
Tay Ninh,2023-11-20 09:44:28.000000 ,26.59,65,3.26,1014,26.59,25,91,10000,Mây u ám,Nắng
Ninh Binh,2023-11-20 09:44:28.000000 ,23.94,50,1.71,1020,23.7,17,37,10000,Mây rải rác,Nắng
Tan An,2023-11-20 09:44:28.000000 ,27.01,72,1.97,1013,29.04,324,90,10000,Mây u ám,Nắng
Kon Tum,2023-11-20 09:44:28.000000 ,24.85,62,2.53,1016,25.01,43,74,10000,Mây rải rác,Nắng
Tam Ky,2023-11-20 09:44:28.000000 ,23.02,86,2.26,1018,23.62,9,100,10000,Mưa vừa,Mưa
Vinh Long,2023-11-20 09:44:29.000000 ,25.99,66,2.65,1013,25.99,354,64,10000,Mây rải rác,Nắng
Lao Cai,2023-11-20 09:44:29.000000 ,23.03,55,0.73,1021,22.82,66,9,10000,Không xác định,Nắng
Lagi,2023-11-20 09:44:29.000000 ,28.04,71,0.56,1013,30.88,354,93,10000,Mây u ám,Nắng
Rach Gia,2023-11-20 09:44:26.000000 ,26.03,71,5.14,1013,26.03,22,90,10000,Mây u ám,Nắng
Con Son,2023-11-20 09:44:29.000000 ,27.61,76,8.74,1012,30.64,53,100,10000,Mây u ám,Nắng
Cho Dok,2023-11-20 09:44:29.000000 ,26.75,61,5.51,1014,27.84,17,61,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-20 09:44:29.000000 ,27.93,57,1.93,1014,29.03,44,86,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-11-20 09:44:29.000000 ,28.56,62,4.66,1013,30.58,32,97,10000,Mây u ám,Nắng
Kwang Binh,2023-11-20 09:40:21.000000 ,21.11,81,3.37,1020,21.39,311,100,10000,Mây u ám,Nắng
Dien Bien Phu,2023-11-20 09:44:30.000000 ,22.97,46,0.77,1020,22.52,67,22,10000,Mây ít,Nắng
Turan,2023-11-20 09:44:23.000000 ,24.99,73,2.06,1018,25.45,360,75,10000,Mây rải rác,Nắng
Don Luan,2023-11-20 09:44:30.000000 ,28.3,65,1.83,1013,30.55,23,88,10000,Mây u ám,Nắng
Loc Ninh,2023-11-20 09:44:29.000000 ,27.93,57,1.93,1014,29.03,44,86,10000,Mây u ám,Nắng
Song Cau,2023-11-20 09:44:30.000000 ,24.34,84,6.26,1016,25.02,5,100,10000,Mây u ám,Nắng
Bim Son,2023-11-20 09:44:30.000000 ,23.81,52,1.22,1020,23.6,12,56,10000,Mây rải rác,Nắng
Cu Chi,2023-11-20 09:44:30.000000 ,27.01,74,2.35,1013,29.22,359,99,10000,Mây u ám,Nắng
Uyen Hung,2023-11-20 09:44:31.000000 ,26.78,73,2.02,1013,28.71,338,89,10000,Mây u ám,Nắng
Ben Tre,2023-11-20 09:40:21.000000 ,28.73,67,1.68,1013,31.65,299,89,10000,Mây u ám,Nắng
Sa Dec,2023-11-20 09:44:31.000000 ,25.99,66,3.14,1013,25.99,4,76,10000,Mây rải rác,Nắng
Ap Van Tu Tay,2023-11-20 09:44:31.000000 ,28.34,71,3.51,1015,31.49,5,100,10000,Mây u ám,Nắng
Song Cau,2023-11-20 09:44:30.000000 ,24.34,84,6.26,1016,25.02,5,100,10000,Mây u ám,Nắng
Ngo Chau,2023-11-20 09:44:31.000000 ,23.76,85,3.88,1017,24.41,7,100,10000,Mây u ám,Nắng
Hoi An,2023-11-20 09:44:32.000000 ,24.98,79,4.93,1018,25.6,23,99,10000,Mây u ám,Nắng
Dong Ha,2023-11-20 09:44:32.000000 ,21.74,88,1.41,1019,22.27,4,100,10000,Mây u ám,Nắng
Bim Son,2023-11-20 09:44:30.000000 ,23.81,52,1.22,1020,23.6,12,56,10000,Mây rải rác,Nắng
Phu Ly,2023-11-20 09:44:32.000000 ,23.62,49,1.69,1020,23.32,353,43,10000,Mây rải rác,Nắng
Hai Ha,2023-11-20 09:40:21.000000 ,24.01,47,0.7,1021,23.69,76,18,10000,Mây ít,Nắng
Ha Dong,2023-11-20 09:44:32.000000 ,21.01,48,2.11,1021,20.42,320,11,10000,Mây ít,Nắng
Hau Duong,2023-11-20 09:44:32.000000 ,21.02,60,2.06,1021,20.74,300,0,10000,Không xác định,Nắng
Yen Lap,2023-11-20 09:44:32.000000 ,23.15,47,1.09,1021,22.75,6,2,10000,Không xác định,Nắng
Thanh Ba,2023-11-20 09:44:33.000000 ,22.5,49,1.7,1021,22.08,333,1,10000,Không xác định,Nắng
Doan Hung,2023-11-20 09:44:33.000000 ,22.5,50,1.49,1021,22.11,323,2,10000,Không xác định,Nắng
Son Duong,2023-11-20 09:44:33.000000 ,23.32,46,0.95,1021,22.91,298,2,10000,Không xác định,Nắng
