Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Cu Chi,2023-11-12 20:04:44.000000 ,27.01,92,2.35,1013,30.98,120,99,9133,Mây u ám,Nắng
Uyen Hung,2023-11-12 20:07:06.000000 ,26.78,88,1.51,1013,29.94,97,90,10000,Mây u ám,Nắng
Ben Tre,2023-11-12 20:07:07.000000 ,26.08,89,2.89,1013,26.08,101,9,10000,Không xác định,Nắng
Sa Dec,2023-11-12 20:07:07.000000 ,27.99,91,2.22,1013,33.89,88,13,10000,Mây ít,Nắng
Ap Van Tu Tay,2023-11-12 20:07:07.000000 ,25.34,91,1.95,1015,26.31,341,13,10000,Mây ít,Nắng
Song Cau,2023-11-12 20:07:06.000000 ,25.76,88,4.03,1015,26.69,2,72,10000,Mây rải rác,Nắng
Ngo Chau,2023-11-12 20:07:07.000000 ,24.22,94,2.39,1016,25.15,356,70,10000,Mây rải rác,Nắng
Hoi An,2023-11-12 20:02:35.000000 ,25.98,83,2.38,1017,25.98,70,68,10000,Mây rải rác,Nắng
Dong Ha,2023-11-12 20:07:08.000000 ,24.72,90,1.97,1017,25.6,95,11,10000,Mây ít,Nắng
Bim Son,2023-11-12 20:07:06.000000 ,25.14,85,6.44,1019,25.93,66,66,10000,Mây rải rác,Nắng
Phu Ly,2023-11-12 20:07:08.000000 ,24.48,84,4.41,1019,25.18,86,75,10000,Mây rải rác,Nắng
Hai Ha,2023-11-12 20:07:08.000000 ,22.47,98,1.11,1020,23.33,117,86,9307,Mưa nhẹ,Mưa
Ha Dong,2023-11-12 20:07:08.000000 ,25.01,83,3.16,1019,25.73,67,99,10000,Mưa nhẹ,Mưa
Hau Duong,2023-11-12 20:06:19.000000 ,25.02,94,3.6,1018,26.03,130,100,8000,Mây u ám,Nắng
Yen Lap,2023-11-12 20:07:08.000000 ,23.25,93,1.81,1019,24.06,111,83,10000,Mây rải rác,Nắng
Thanh Ba,2023-11-12 20:07:08.000000 ,23.29,92,1.21,1019,24.08,126,97,7292,Mây u ám,Nắng
Doan Hung,2023-11-12 20:07:09.000000 ,23.29,91,1.75,1019,24.05,85,89,9799,Mây u ám,Nắng
Son Duong,2023-11-12 20:07:09.000000 ,22.72,93,2.3,1020,23.48,71,94,10000,Mây u ám,Nắng
Ho Chi Minh City,2023-11-13 18:22:02.000000 ,30.01,89,2.06,1010,37.01,280,40,8000,Mây rải rác,Nắng
Hanoi,2023-11-13 18:22:02.000000 ,16.0,75,4.52,1023,15.61,2,100,10000,Mây u ám,Nắng
Turan,2023-11-13 18:22:02.000000 ,27.99,83,4.63,1015,32.54,70,40,10000,Mây rải rác,Nắng
Haiphong,2023-11-13 18:22:02.000000 ,17.95,77,2.57,1022,17.81,20,100,10000,Mây u ám,Nắng
Bien Hoa,2023-11-13 18:22:03.000000 ,29.99,90,1.59,1010,36.99,10,98,10000,Mây u ám,Nắng
Can Tho,2023-11-13 18:22:03.000000 ,30.99,86,4.12,1009,37.99,80,20,10000,Mây ít,Nắng
Thu Dau Mot,2023-11-13 18:22:03.000000 ,30.03,89,2.06,1010,37.03,280,40,8000,Mây rải rác,Nắng
Di An,2023-11-13 18:22:03.000000 ,29.82,89,2.06,1010,36.82,280,40,8000,Mây rải rác,Nắng
Hue,2023-11-13 18:22:03.000000 ,27.06,89,6.17,1015,30.8,60,75,8000,Mây rải rác,Nắng
Vung Tau,2023-11-13 18:22:03.000000 ,28.24,77,7.64,1010,32.21,88,84,10000,Mây rải rác,Nắng
Thu Dau Mot,2023-11-13 18:22:03.000000 ,30.03,89,2.06,1010,37.03,280,40,8000,Mây rải rác,Nắng
Nha Trang,2023-11-13 18:22:03.000000 ,27.0,90,3.34,1013,30.74,3,100,10000,Mưa nhẹ,Mưa
Ha Long,2023-11-13 18:22:03.000000 ,17.77,65,2.32,1022,17.3,6,100,10000,Mây u ám,Nắng
Qui Nhon,2023-11-13 18:18:44.000000 ,26.02,88,5.83,1014,26.02,30,100,10000,Mây u ám,Nắng
Thanh Hoa,2023-11-13 18:22:04.000000 ,16.08,83,5.56,1022,15.91,357,100,10000,Mây u ám,Nắng
Thai Nguyen,2023-11-13 18:22:04.000000 ,15.88,85,1.79,1024,15.74,352,100,10000,Mây u ám,Nắng
Buon Ma Thuot,2023-11-13 18:22:04.000000 ,22.88,87,3.9,1013,23.5,85,100,10000,Mây u ám,Nắng
Long Xuyen,2023-11-13 18:22:04.000000 ,30.97,79,1.48,1010,37.97,84,64,10000,Mây rải rác,Nắng
Phu Khuong,2023-11-13 18:22:04.000000 ,27.38,80,1.45,1010,30.6,44,90,10000,Mây u ám,Nắng
Vinh,2023-11-13 18:22:04.000000 ,18.97,92,5.65,1021,19.32,345,100,10000,Mây u ám,Nắng
Rach Gia,2023-11-13 18:22:04.000000 ,27.91,79,3.3,1010,31.73,85,33,10000,Mây rải rác,Nắng
Da Lat,2023-11-13 18:22:04.000000 ,15.37,92,1.86,1015,15.36,53,100,10000,Mây u ám,Nắng
Bac Ninh,2023-11-13 18:21:16.000000 ,16.05,72,5.5,1023,15.59,0,100,10000,Mây u ám,Nắng
Hai Duong,2023-11-13 18:22:05.000000 ,18.0,71,4.89,1022,17.71,347,100,10000,Mây u ám,Nắng
Phan Thiet,2023-11-13 18:22:05.000000 ,26.52,79,3.9,1010,26.52,74,96,10000,Mây u ám,Nắng
Pleiku,2023-11-13 18:22:05.000000 ,21.43,87,4.94,1014,21.9,48,100,10000,Mây u ám,Nắng
Nam Dinh,2023-11-13 18:22:05.000000 ,16.71,77,5.84,1022,16.45,342,100,10000,Mây u ám,Nắng
Ca Mau,2023-11-13 18:21:05.000000 ,25.77,89,3.05,1010,26.73,95,15,10000,Mây ít,Nắng
Viet Tri,2023-11-13 18:20:17.000000 ,15.97,88,0.56,1023,15.92,132,100,10000,Mây u ám,Nắng
Soc Trang,2023-11-13 18:22:05.000000 ,26.82,83,4.95,1010,29.6,89,37,10000,Mây rải rác,Nắng
Quang Ngai,2023-11-13 18:22:05.000000 ,24.81,92,2.97,1016,25.75,45,100,6610,Mưa nhẹ,Mưa
Thai Binh,2023-11-13 18:22:05.000000 ,17.22,75,5.59,1022,16.96,340,100,10000,Mây u ám,Nắng
My Tho,2023-11-13 18:22:05.000000 ,25.83,90,1.05,1010,26.82,109,94,10000,Mây u ám,Nắng
Tuy Hoa,2023-11-13 18:22:06.000000 ,25.25,92,3.64,1014,26.23,30,100,10000,Mưa nhẹ,Mưa
Bac Lieu,2023-11-13 18:22:06.000000 ,27.16,83,6.04,1010,30.41,81,25,10000,Mây rải rác,Nắng
Thanh Pho Uong Bi,2023-11-13 18:22:06.000000 ,17.99,64,1.55,1022,17.52,0,100,10000,Mây u ám,Nắng
Bac Giang,2023-11-13 18:22:06.000000 ,16.04,68,5.14,1023,15.48,5,100,10000,Mây u ám,Nắng
Tay Ninh,2023-11-13 18:22:06.000000 ,27.55,79,1.26,1010,30.88,36,89,10000,Mây u ám,Nắng
Ninh Binh,2023-11-13 18:22:06.000000 ,15.77,81,5.78,1022,15.52,341,100,10000,Mây u ám,Nắng
Tan An,2023-11-13 18:22:06.000000 ,30.01,86,0.72,1010,37.01,213,99,10000,Mây u ám,Nắng
Kon Tum,2023-11-13 18:22:07.000000 ,22.7,88,2.67,1015,23.32,43,100,10000,Mây u ám,Nắng
Tam Ky,2023-11-13 18:22:07.000000 ,25.1,90,4.2,1016,26.02,74,100,4948,Mưa nhẹ,Mưa
Vinh Long,2023-11-13 18:22:07.000000 ,30.99,87,2.27,1010,37.99,102,80,10000,Mây rải rác,Nắng
Lao Cai,2023-11-13 18:22:07.000000 ,18.03,99,1.29,1022,18.47,120,100,3678,Mây u ám,Nắng
Lagi,2023-11-13 18:22:07.000000 ,27.08,79,5.63,1010,29.82,80,86,10000,Mây u ám,Nắng
Rach Gia,2023-11-13 18:22:04.000000 ,27.91,79,3.3,1010,31.73,85,33,10000,Mây rải rác,Nắng
Con Son,2023-11-13 18:22:07.000000 ,28.19,82,9.82,1010,32.92,70,95,10000,Mây u ám,Nắng
Cho Dok,2023-11-13 18:22:07.000000 ,27.81,79,0.44,1010,31.49,75,70,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-13 18:22:08.000000 ,24.9,84,1.45,1010,25.64,54,89,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-11-13 18:22:08.000000 ,25.44,82,3.7,1012,26.18,20,100,10000,Mưa nhẹ,Mưa
Kwang Binh,2023-11-13 18:22:08.000000 ,24.64,91,7.8,1017,25.54,44,100,3519,Mưa nhẹ,Mưa
Dien Bien Phu,2023-11-13 18:22:08.000000 ,20.99,99,1.58,1017,21.73,92,80,10000,Mây rải rác,Nắng
Turan,2023-11-13 18:22:08.000000 ,27.99,83,4.63,1015,32.54,70,40,10000,Mây rải rác,Nắng
Don Luan,2023-11-13 18:22:08.000000 ,24.41,90,1.43,1010,25.26,15,99,10000,Mây u ám,Nắng
Loc Ninh,2023-11-13 18:22:08.000000 ,24.9,84,1.45,1010,25.64,54,89,10000,Mây u ám,Nắng
Song Cau,2023-11-13 18:22:08.000000 ,25.62,90,5.01,1014,26.59,28,100,10000,Mưa nhẹ,Mưa
Bim Son,2023-11-13 18:22:08.000000 ,15.87,82,6.37,1022,15.65,352,100,10000,Mây u ám,Nắng
Cu Chi,2023-11-13 18:22:09.000000 ,30.01,87,1.38,1010,37.01,26,95,10000,Mây u ám,Nắng
Uyen Hung,2023-11-13 18:22:09.000000 ,29.78,90,1.9,1010,36.78,18,100,10000,Mây u ám,Nắng
Ben Tre,2023-11-13 18:22:09.000000 ,25.59,90,1.93,1010,26.55,96,91,10000,Mây u ám,Nắng
Sa Dec,2023-11-13 18:22:09.000000 ,30.99,82,2.89,1010,37.99,116,81,10000,Mây rải rác,Nắng
Ap Van Tu Tay,2023-11-13 18:22:09.000000 ,26.34,90,2.63,1013,26.34,359,100,10000,Mưa vừa,Mưa
Song Cau,2023-11-13 18:22:08.000000 ,25.62,90,5.01,1014,26.59,28,100,10000,Mưa nhẹ,Mưa
Ngo Chau,2023-11-13 18:22:09.000000 ,24.45,95,2.83,1014,25.43,28,100,5990,Mưa vừa,Mưa
Hoi An,2023-11-13 18:22:09.000000 ,27.98,87,6.19,1016,33.17,67,100,5503,Mây u ám,Nắng
Dong Ha,2023-11-13 18:22:09.000000 ,24.77,89,6.94,1016,25.63,71,98,6507,Mưa vừa,Mưa
Bim Son,2023-11-13 18:22:08.000000 ,15.87,82,6.37,1022,15.65,352,100,10000,Mây u ám,Nắng
Phu Ly,2023-11-13 18:22:09.000000 ,15.68,79,4.85,1023,15.37,342,100,10000,Mây u ám,Nắng
Hai Ha,2023-11-13 18:22:09.000000 ,15.33,97,0.87,1023,15.45,31,100,10000,Mây u ám,Nắng
Ha Dong,2023-11-13 18:22:10.000000 ,16.01,76,4.19,1023,15.65,2,100,10000,Mây u ám,Nắng
Hau Duong,2023-11-13 18:22:10.000000 ,16.02,82,4.63,1024,15.82,20,100,10000,Mây u ám,Nắng
Yen Lap,2023-11-13 18:22:10.000000 ,16.4,95,0.8,1023,16.58,111,100,10000,Mây u ám,Nắng
Thanh Ba,2023-11-13 18:22:10.000000 ,16.49,93,0.83,1023,16.62,160,100,10000,Mây u ám,Nắng
Doan Hung,2023-11-13 18:22:10.000000 ,16.6,91,0.67,1023,16.69,132,100,10000,Mây u ám,Nắng
Son Duong,2023-11-13 18:22:10.000000 ,15.86,91,0.66,1024,15.88,67,100,10000,Mây u ám,Nắng
Ho Chi Minh City,2023-11-14 07:57:58.000000 ,29.01,89,1.03,1013,36.01,0,20,10000,Mây ít,Nắng
Hanoi,2023-11-14 07:56:38.000000 ,17.0,71,2.27,1024,16.61,25,100,10000,Mây u ám,Nắng
Turan,2023-11-14 07:55:08.000000 ,25.99,89,5.66,1018,25.99,40,75,10000,Mây rải rác,Nắng
Haiphong,2023-11-14 07:59:49.000000 ,17.95,72,2.57,1023,17.68,360,100,10000,Mây u ám,Nắng
Bien Hoa,2023-11-14 08:01:27.000000 ,28.99,79,1.78,1013,34.5,67,58,10000,Mây rải rác,Nắng
Can Tho,2023-11-14 07:53:33.000000 ,27.99,81,2.06,1013,32.23,30,0,10000,Không xác định,Nắng
Thu Dau Mot,2023-11-14 08:00:56.000000 ,29.03,89,1.03,1013,36.03,0,20,10000,Mây ít,Nắng
Di An,2023-11-14 08:01:28.000000 ,28.82,89,1.03,1013,35.82,0,20,10000,Mây ít,Nắng
Hue,2023-11-14 07:50:55.000000 ,26.06,89,6.17,1019,26.06,40,75,8000,Mây rải rác,Nắng
Vung Tau,2023-11-14 07:55:41.000000 ,27.12,77,1.74,1013,29.71,49,85,10000,Mây u ám,Nắng
Thu Dau Mot,2023-11-14 08:00:56.000000 ,29.03,89,1.03,1013,36.03,0,20,10000,Mây ít,Nắng
Nha Trang,2023-11-14 07:57:19.000000 ,25.0,91,2.68,1016,25.93,354,100,4241,Mưa nhẹ,Mưa
Ha Long,2023-11-14 07:57:47.000000 ,17.77,70,2.02,1024,17.43,27,100,10000,Mây u ám,Nắng
Qui Nhon,2023-11-14 08:00:33.000000 ,26.15,88,6.38,1016,26.15,30,94,9668,Mây u ám,Nắng
Thanh Hoa,2023-11-14 07:55:17.000000 ,17.18,79,2.98,1024,17.02,5,100,10000,Mây u ám,Nắng
Thai Nguyen,2023-11-14 07:51:23.000000 ,16.88,76,1.59,1024,16.61,14,95,10000,Mây u ám,Nắng
Buon Ma Thuot,2023-11-14 07:57:10.000000 ,23.52,83,3.13,1016,24.09,68,96,10000,Mây u ám,Nắng
Long Xuyen,2023-11-14 08:01:29.000000 ,27.97,83,2.88,1013,32.49,12,100,10000,Mây u ám,Nắng
Phu Khuong,2023-11-14 08:01:29.000000 ,26.6,77,3.54,1014,26.6,42,60,10000,Mây rải rác,Nắng
Vinh,2023-11-14 07:55:22.000000 ,18.57,85,3.74,1023,18.7,324,100,10000,Mây u ám,Nắng
Rach Gia,2023-11-14 07:58:13.000000 ,26.56,86,3.88,1013,26.56,28,73,10000,Mây rải rác,Nắng
Da Lat,2023-11-14 08:01:30.000000 ,18.24,89,2.21,1017,18.44,66,85,10000,Mây u ám,Nắng
Bac Ninh,2023-11-14 07:50:16.000000 ,17.05,70,2.85,1024,16.64,26,100,10000,Mây u ám,Nắng
Hai Duong,2023-11-14 07:54:54.000000 ,18.0,70,1.99,1024,17.68,15,100,10000,Mây u ám,Nắng
Phan Thiet,2023-11-14 07:58:14.000000 ,27.31,74,3.07,1014,29.79,56,37,10000,Mây rải rác,Nắng
Pleiku,2023-11-14 07:58:24.000000 ,22.91,78,4.91,1017,23.29,54,70,10000,Mây rải rác,Nắng
Nam Dinh,2023-11-14 07:55:16.000000 ,16.98,73,2.75,1024,16.64,360,100,10000,Mây u ám,Nắng
Ca Mau,2023-11-14 07:58:16.000000 ,26.87,85,4.69,1013,29.9,64,97,10000,Mây u ám,Nắng
Viet Tri,2023-11-14 08:00:05.000000 ,16.97,81,0.47,1024,16.84,49,94,10000,Mây u ám,Nắng
Soc Trang,2023-11-14 07:55:39.000000 ,26.8,85,4.11,1013,29.73,51,100,10000,Mây u ám,Nắng
Quang Ngai,2023-11-14 08:00:28.000000 ,24.98,91,3.6,1018,25.91,44,99,4479,Mưa vừa,Mưa
Thai Binh,2023-11-14 07:52:04.000000 ,17.36,72,2.66,1024,17.03,360,100,10000,Mây u ám,Nắng
My Tho,2023-11-14 08:00:14.000000 ,26.54,83,1.54,1013,26.54,0,83,10000,Mây rải rác,Nắng
Tuy Hoa,2023-11-14 07:57:25.000000 ,26.1,90,5.43,1016,26.1,37,90,7944,Mây u ám,Nắng
Bac Lieu,2023-11-14 07:58:16.000000 ,27.22,84,6.75,1013,30.67,61,100,10000,Mưa nhẹ,Mưa
Thanh Pho Uong Bi,2023-11-14 08:00:40.000000 ,17.37,71,0.95,1024,17.02,17,100,10000,Mây u ám,Nắng
Bac Giang,2023-11-14 07:54:02.000000 ,17.04,70,3.15,1024,16.63,36,100,10000,Mây u ám,Nắng
Tay Ninh,2023-11-14 08:00:20.000000 ,26.7,77,3.44,1014,28.86,42,53,10000,Mây rải rác,Nắng
Ninh Binh,2023-11-14 07:52:29.000000 ,16.65,76,2.88,1024,16.36,4,100,10000,Mây u ám,Nắng
Tan An,2023-11-14 07:57:22.000000 ,29.01,82,1.66,1013,35.21,8,79,10000,Mây rải rác,Nắng
Kon Tum,2023-11-14 07:58:15.000000 ,24.14,78,2.94,1017,24.65,56,91,10000,Mưa nhẹ,Mưa
Tam Ky,2023-11-14 07:58:13.000000 ,25.41,88,5.0,1018,26.3,61,100,7763,Mưa vừa,Mưa
Vinh Long,2023-11-14 07:56:35.000000 ,27.99,78,2.78,1013,31.77,9,92,10000,Mây u ám,Nắng
Lao Cai,2023-11-14 07:54:32.000000 ,17.88,94,0.47,1024,18.18,112,97,9508,Mây u ám,Nắng
Lagi,2023-11-14 08:01:33.000000 ,27.15,76,3.71,1014,29.67,62,40,10000,Mây rải rác,Nắng
Rach Gia,2023-11-14 07:58:13.000000 ,26.56,86,3.88,1013,26.56,28,73,10000,Mây rải rác,Nắng
Con Son,2023-11-14 08:00:40.000000 ,27.9,81,8.63,1013,32.0,71,100,10000,Mây u ám,Nắng
Cho Dok,2023-11-14 08:00:14.000000 ,26.54,82,3.85,1014,26.54,25,73,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-14 08:01:33.000000 ,29.04,74,2.89,1014,33.59,44,50,10000,Mây rải rác,Nắng
Phan Rang-Thap Cham,2023-11-14 07:58:14.000000 ,27.14,77,3.4,1015,29.75,17,92,10000,Mưa vừa,Mưa
Kwang Binh,2023-11-14 08:01:34.000000 ,22.23,90,5.33,1021,22.86,19,99,5320,Mây u ám,Nắng
Dien Bien Phu,2023-11-14 08:01:34.000000 ,18.94,96,0.93,1022,19.4,85,100,10000,Mây u ám,Nắng
Turan,2023-11-14 08:00:08.000000 ,25.99,89,5.66,1018,25.99,40,75,10000,Mây rải rác,Nắng
Don Luan,2023-11-14 07:58:15.000000 ,29.41,78,2.79,1014,35.43,61,41,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-14 08:01:33.000000 ,29.04,74,2.89,1014,33.59,44,50,10000,Mây rải rác,Nắng
Song Cau,2023-11-14 07:58:13.000000 ,25.77,90,5.91,1016,26.75,30,96,8890,Mây u ám,Nắng
Bim Son,2023-11-14 08:01:35.000000 ,17.03,78,3.42,1024,16.83,10,100,10000,Mây u ám,Nắng
Cu Chi,2023-11-14 08:01:35.000000 ,29.01,81,2.89,1013,34.99,46,96,10000,Mây u ám,Nắng
Uyen Hung,2023-11-14 08:01:35.000000 ,28.78,79,2.2,1013,33.93,65,64,10000,Mây rải rác,Nắng
Ben Tre,2023-11-14 07:57:09.000000 ,26.67,83,1.38,1013,29.25,348,94,10000,Mây u ám,Nắng
Sa Dec,2023-11-14 07:57:00.000000 ,27.99,80,2.69,1013,32.07,16,99,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-14 07:58:17.000000 ,24.34,93,2.07,1016,25.26,353,100,10000,Mưa nhẹ,Mưa
Song Cau,2023-11-14 07:58:13.000000 ,25.77,90,5.91,1016,26.75,30,96,8890,Mây u ám,Nắng
Ngo Chau,2023-11-14 08:01:36.000000 ,24.27,95,3.24,1017,25.23,27,98,4153,Mây u ám,Nắng
Hoi An,2023-11-14 07:59:09.000000 ,25.98,86,6.42,1019,25.98,59,92,6287,Mây u ám,Nắng
Dong Ha,2023-11-14 08:00:19.000000 ,24.51,89,5.63,1019,25.34,51,94,10000,Mưa nhẹ,Mưa
Bim Son,2023-11-14 08:01:35.000000 ,17.03,78,3.42,1024,16.83,10,100,10000,Mây u ám,Nắng
Phu Ly,2023-11-14 08:00:15.000000 ,16.62,75,2.16,1024,16.3,1,100,10000,Mây u ám,Nắng
Hai Ha,2023-11-14 08:01:37.000000 ,17.16,94,0.45,1024,17.39,68,100,10000,Mây u ám,Nắng
Ha Dong,2023-11-14 08:01:37.000000 ,17.01,71,2.06,1024,16.62,26,100,10000,Mây u ám,Nắng
Hau Duong,2023-11-14 08:01:37.000000 ,17.02,67,4.12,1025,16.53,10,100,10000,Mây u ám,Nắng
