Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Ninh Binh,2023-11-17 19:10:00.000000 ,20.33,49,2.39,1023,19.7,25,40,10000,Mây rải rác,Nắng
Tan An,2023-11-17 19:10:46.000000 ,28.01,90,1.01,1013,33.78,157,82,10000,Mây rải rác,Nắng
Kon Tum,2023-11-17 19:10:47.000000 ,18.91,85,2.45,1018,19.08,42,95,10000,Mây u ám,Nắng
Tam Ky,2023-11-17 19:10:47.000000 ,21.15,88,4.07,1021,21.62,356,100,10000,Mưa nhẹ,Mưa
Vinh Long,2023-11-17 19:10:30.000000 ,24.99,88,2.32,1013,25.84,97,92,10000,Mây u ám,Nắng
Lao Cai,2023-11-17 19:10:47.000000 ,17.15,68,0.59,1025,16.7,234,57,10000,Mây rải rác,Nắng
Lagi,2023-11-17 19:10:47.000000 ,26.25,80,6.6,1012,26.25,73,34,10000,Mây rải rác,Nắng
Rach Gia,2023-11-17 19:10:43.000000 ,26.48,82,3.78,1013,26.48,52,61,10000,Mưa vừa,Mưa
Con Son,2023-11-17 19:10:47.000000 ,27.53,84,13.76,1012,31.47,66,93,10000,Mây u ám,Nắng
Cho Dok,2023-11-17 19:10:48.000000 ,25.74,83,3.2,1013,26.54,21,89,10000,Mây u ám,Nắng
Loc Ninh,2023-11-17 19:10:48.000000 ,26.82,70,4.44,1014,28.56,44,32,10000,Mây rải rác,Nắng
Phan Rang-Thap Cham,2023-11-17 19:10:48.000000 ,24.27,80,5.63,1015,24.84,21,48,10000,Mây rải rác,Nắng
Kwang Binh,2023-11-17 19:10:48.000000 ,20.61,67,6.62,1022,20.48,7,100,10000,Mây u ám,Nắng
Dien Bien Phu,2023-11-17 19:10:48.000000 ,16.18,74,1.44,1023,15.79,83,95,10000,Mây u ám,Nắng
Turan,2023-11-17 19:10:40.000000 ,20.99,78,6.17,1021,21.18,360,75,10000,Mưa nhẹ,Mưa
Don Luan,2023-11-17 19:10:48.000000 ,27.19,71,5.27,1013,29.27,36,38,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-17 19:10:48.000000 ,26.82,70,4.44,1014,28.56,44,32,10000,Mây rải rác,Nắng
Song Cau,2023-11-17 19:10:48.000000 ,24,80,9.43,1018,24.54,4,95,10000,Mây u ám,Nắng
Bim Son,2023-11-17 19:10:49.000000 ,20.36,50,2.46,1023,19.76,12,51,10000,Mây rải rác,Nắng
Cu Chi,2023-11-17 19:10:49.000000 ,28.01,79,3.73,1013,31.97,33,89,10000,Mây u ám,Nắng
Uyen Hung,2023-11-17 19:10:49.000000 ,27.78,82,2.99,1013,31.84,21,76,10000,Mây rải rác,Nắng
Ben Tre,2023-11-17 19:08:00.000000 ,24.48,95,1.72,1013,25.46,93,54,10000,Mây rải rác,Nắng
Sa Dec,2023-11-17 19:10:49.000000 ,24.99,85,2.71,1013,25.76,94,82,10000,Mây rải rác,Nắng
Ap Van Tu Tay,2023-11-17 19:10:49.000000 ,26.34,91,4.73,1017,26.34,2,97,10000,Mây u ám,Nắng
Song Cau,2023-11-17 19:10:48.000000 ,24,80,9.43,1018,24.54,4,95,10000,Mây u ám,Nắng
Ngo Chau,2023-11-17 19:10:49.000000 ,22.61,83,5.89,1018,23.09,5,92,10000,Mây u ám,Nắng
Hoi An,2023-11-17 19:10:49.000000 ,20.98,80,4.3,1021,21.22,354,100,10000,Mưa nhẹ,Mưa
Dong Ha,2023-11-17 19:10:50.000000 ,20.86,68,4.15,1022,20.78,12,100,10000,Mây u ám,Nắng
Bim Son,2023-11-17 19:10:49.000000 ,20.36,50,2.46,1023,19.76,12,51,10000,Mây rải rác,Nắng
Phu Ly,2023-11-17 19:10:50.000000 ,19.93,48,2.08,1023,19.23,3,35,10000,Mây rải rác,Nắng
Hai Ha,2023-11-17 19:10:50.000000 ,16.92,66,1.19,1024,16.39,301,55,10000,Mây rải rác,Nắng
Ha Dong,2023-11-17 19:10:50.000000 ,20.01,45,1.38,1023,19.24,19,63,10000,Mây rải rác,Nắng
Hau Duong,2023-11-17 19:10:50.000000 ,20.02,56,2.06,1023,19.54,310,69,7000,Mây rải rác,Nắng
Yen Lap,2023-11-17 19:10:50.000000 ,17.79,60,1.39,1024,17.19,248,84,10000,Mây rải rác,Nắng
Thanh Ba,2023-11-17 19:10:50.000000 ,18.19,56,1.15,1023,17.53,279,87,10000,Mây u ám,Nắng
Doan Hung,2023-11-17 19:10:50.000000 ,18.57,56,0.67,1023,17.94,294,82,10000,Mây rải rác,Nắng
Son Duong,2023-11-17 19:10:51.000000 ,18.06,58,0.56,1024,17.44,59,83,10000,Mây rải rác,Nắng
