Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Rach Gia,2023-12-06 20:25:12.000000 ,26.37,84,4.81,1012,26.37,147,96,10000,Mây u ám,Nắng
Con Son,2023-12-06 20:25:15.000000 ,26.6,87,8.49,1011,26.6,65,100,10000,Mây u ám,Nắng
Cho Dok,2023-12-06 20:25:16.000000 ,28.06,69,1.93,1011,30.65,191,41,10000,Mây rải rác,Nắng
Loc Ninh,2023-12-06 20:21:40.000000 ,24.53,91,0.55,1011,25.41,133,100,10000,Mây u ám,Nắng
Phan Rang-Thap Cham,2023-12-06 20:25:16.000000 ,24.43,88,3.59,1013,25.23,18,100,10000,Mây u ám,Nắng
Kwang Binh,2023-12-06 20:21:27.000000 ,22.53,94,8.63,1018,23.29,7,100,5329,Mây u ám,Nắng
Dien Bien Phu,2023-12-06 20:25:16.000000 ,19.7,98,1.56,1018,20.28,80,100,10000,Mây u ám,Nắng
Turan,2023-12-06 20:24:12.000000 ,24.99,83,1.03,1017,25.71,290,40,10000,Mây rải rác,Nắng
Don Luan,2023-12-06 20:25:17.000000 ,24.77,92,0.81,1011,25.7,134,100,10000,Mây u ám,Nắng
Loc Ninh,2023-12-06 20:21:40.000000 ,24.53,91,0.55,1011,25.41,133,100,10000,Mây u ám,Nắng
Song Cau,2023-12-06 20:25:17.000000 ,24.6,89,4.34,1015,25.44,16,100,10000,Mây u ám,Nắng
Bim Son,2023-12-06 20:25:17.000000 ,20.43,71,4.38,1020,20.38,7,100,10000,Mây u ám,Nắng
Cu Chi,2023-12-06 20:21:59.000000 ,29.01,88,3.49,1011,36.01,174,86,10000,Mây u ám,Nắng
Uyen Hung,2023-12-06 20:25:17.000000 ,28.78,87,2.89,1011,35.63,175,70,10000,Mây rải rác,Nắng
Ben Tre,2023-12-06 20:20:40.000000 ,25.18,87,3.14,1012,26.03,116,11,10000,Mây ít,Nắng
Sa Dec,2023-12-06 20:25:18.000000 ,27.99,88,3.88,1011,33.37,147,69,10000,Mây rải rác,Nắng
Ap Van Tu Tay,2023-12-06 20:22:07.000000 ,26.34,93,2.63,1014,26.34,3,93,10000,Mây u ám,Nắng
Song Cau,2023-12-06 20:25:17.000000 ,24.6,89,4.34,1015,25.44,16,100,10000,Mây u ám,Nắng
Ngo Chau,2023-12-06 20:25:18.000000 ,23.24,94,2.44,1015,24.07,7,100,10000,Mây u ám,Nắng
Hoi An,2023-12-06 20:23:29.000000 ,24.98,86,2.51,1016,25.78,36,68,10000,Mây rải rác,Nắng
Dong Ha,2023-12-06 20:25:18.000000 ,23.13,92,1.72,1016,23.9,37,62,10000,Mưa nhẹ,Nắng
Bim Son,2023-12-06 20:25:17.000000 ,20.43,71,4.38,1020,20.38,7,100,10000,Mây u ám,Nắng
Phu Ly,2023-12-06 20:21:15.000000 ,20.43,71,3.45,1020,20.38,353,100,10000,Mây u ám,Nắng
Hai Ha,2023-12-06 20:25:18.000000 ,18.63,90,1.42,1021,18.9,341,100,10000,Mây u ám,Nắng
Ha Dong,2023-12-06 20:23:05.000000 ,20.01,83,2.83,1021,20.23,320,100,10000,Mây u ám,Nắng
Hau Duong,2023-12-06 20:25:19.000000 ,20.02,77,1.54,1021,20.09,70,0,10000,Không xác định,Nắng
Yen Lap,2023-12-06 20:25:19.000000 ,19.23,90,0.95,1021,19.56,301,100,10000,Mây u ám,Nắng
Thanh Ba,2023-12-06 20:25:19.000000 ,19.33,89,1.47,1021,19.64,325,100,10000,Mây u ám,Nắng
Doan Hung,2023-12-06 20:25:19.000000 ,19.66,88,1.33,1021,19.98,330,100,10000,Mây u ám,Nắng
Son Duong,2023-12-06 20:25:19.000000 ,19.31,88,0.76,1021,19.59,330,100,10000,Mây u ám,Nắng
