Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Bim Son,2023-11-29 09:27:12.000000 ,23.54,72,1.01,1018,23.83,338,9,10000,Không xác định,Nắng
Cu Chi,2023-11-29 09:27:12.000000 ,29.01,71,1.59,1011,32.94,51,100,10000,Mây u ám,Nắng
Uyen Hung,2023-11-29 09:27:12.000000 ,28.78,70,1.23,1011,32.25,61,70,10000,Mây rải rác,Nắng
Ben Tre,2023-11-29 09:27:12.000000 ,27.61,76,1.67,1011,30.64,83,100,10000,Mây u ám,Nắng
Sa Dec,2023-11-29 09:27:12.000000 ,25.99,72,2.33,1011,25.99,34,100,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-29 09:27:13.000000 ,28.34,75,2.66,1014,32.12,4,81,10000,Mây rải rác,Nắng
Song Cau,2023-11-29 09:27:11.000000 ,25.22,81,4.86,1015,25.91,360,97,10000,Mây u ám,Nắng
Ngo Chau,2023-11-29 09:27:13.000000 ,24.91,81,3.19,1015,25.57,8,99,10000,Mây u ám,Nắng
Hoi An,2023-11-29 09:27:13.000000 ,23.98,89,2.81,1016,24.76,303,100,10000,Mưa nhẹ,Mưa
Dong Ha,2023-11-29 09:27:13.000000 ,22.19,88,0.87,1017,22.76,304,100,10000,Mây u ám,Nắng
Bim Son,2023-11-29 09:27:12.000000 ,23.54,72,1.01,1018,23.83,338,9,10000,Không xác định,Nắng
Phu Ly,2023-11-29 09:27:14.000000 ,24.19,68,0.87,1018,24.44,110,22,10000,Mây ít,Nắng
Hai Ha,2023-11-29 09:27:14.000000 ,23.16,67,0.22,1018,23.28,183,17,10000,Mây ít,Nắng
Ha Dong,2023-11-29 09:27:14.000000 ,22.01,69,0.87,1018,22.07,124,10,10000,Không xác định,Nắng
Hau Duong,2023-11-29 09:27:14.000000 ,22.02,78,3.6,1018,22.31,50,20,3700,Không xác định,Nắng
Yen Lap,2023-11-29 09:27:15.000000 ,22.45,65,0.81,1018,22.45,10,14,10000,Mây ít,Nắng
Thanh Ba,2023-11-29 09:27:15.000000 ,22,69,1,1018,22.06,347,34,10000,Mây rải rác,Nắng
Doan Hung,2023-11-29 09:27:15.000000 ,22.21,67,0.86,1018,22.24,340,36,10000,Mây rải rác,Nắng
Son Duong,2023-11-29 09:27:15.000000 ,22.74,68,0.28,1018,22.85,356,23,10000,Mây ít,Nắng
