Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Long Xuyen,2023-11-14 08:01:29.000000 ,27.97,83,2.88,1013,32.49,12,100,10000,Mây u ám,Nắng
Phu Khuong,2023-11-14 08:01:29.000000 ,26.6,77,3.54,1014,26.6,42,60,10000,Mây rải rác,Nắng
Vinh,2023-11-14 07:55:22.000000 ,18.57,85,3.74,1023,18.7,324,100,10000,Mây u ám,Nắng
Rach Gia,2023-11-14 07:58:13.000000 ,26.56,86,3.88,1013,26.56,28,73,10000,Mây rải rác,Nắng
Da Lat,2023-11-14 08:01:30.000000 ,18.24,89,2.21,1017,18.44,66,85,10000,Mây u ám,Nắng
Bac Ninh,2023-11-14 07:50:16.000000 ,17.05,70,2.85,1024,16.64,26,100,10000,Mây u ám,Nắng
Hai Duong,2023-11-14 07:54:54.000000 ,18,70,1.99,1024,17.68,15,100,10000,Mây u ám,Nắng
Phan Thiet,2023-11-14 07:58:14.000000 ,27.31,74,3.07,1014,29.79,56,37,10000,Mây rải rác,Nắng
Pleiku,2023-11-14 07:58:24.000000 ,22.91,78,4.91,1017,23.29,54,70,10000,Mây rải rác,Nắng
Nam Dinh,2023-11-14 07:55:16.000000 ,16.98,73,2.75,1024,16.64,360,100,10000,Mây u ám,Nắng
Ca Mau,2023-11-14 07:58:16.000000 ,26.87,85,4.69,1013,29.9,64,97,10000,Mây u ám,Nắng
Viet Tri,2023-11-14 08:00:05.000000 ,16.97,81,0.47,1024,16.84,49,94,10000,Mây u ám,Nắng
Soc Trang,2023-11-14 07:55:39.000000 ,26.8,85,4.11,1013,29.73,51,100,10000,Mây u ám,Nắng
Quang Ngai,2023-11-14 08:00:28.000000 ,24.98,91,3.6,1018,25.91,44,99,4479,Mưa vừa,Mưa
Thai Binh,2023-11-14 07:52:04.000000 ,17.36,72,2.66,1024,17.03,360,100,10000,Mây u ám,Nắng
My Tho,2023-11-14 08:00:14.000000 ,26.54,83,1.54,1013,26.54,0,83,10000,Mây rải rác,Nắng
Tuy Hoa,2023-11-14 07:57:25.000000 ,26.1,90,5.43,1016,26.1,37,90,7944,Mây u ám,Nắng
Bac Lieu,2023-11-14 07:58:16.000000 ,27.22,84,6.75,1013,30.67,61,100,10000,Mưa nhẹ,Mưa
Thanh Pho Uong Bi,2023-11-14 08:00:40.000000 ,17.37,71,0.95,1024,17.02,17,100,10000,Mây u ám,Nắng
Bac Giang,2023-11-14 07:54:02.000000 ,17.04,70,3.15,1024,16.63,36,100,10000,Mây u ám,Nắng
Tay Ninh,2023-11-14 08:00:20.000000 ,26.7,77,3.44,1014,28.86,42,53,10000,Mây rải rác,Nắng
Ninh Binh,2023-11-14 07:52:29.000000 ,16.65,76,2.88,1024,16.36,4,100,10000,Mây u ám,Nắng
Tan An,2023-11-14 07:57:22.000000 ,29.01,82,1.66,1013,35.21,8,79,10000,Mây rải rác,Nắng
Kon Tum,2023-11-14 07:58:15.000000 ,24.14,78,2.94,1017,24.65,56,91,10000,Mưa nhẹ,Mưa
Tam Ky,2023-11-14 07:58:13.000000 ,25.41,88,5,1018,26.3,61,100,7763,Mưa vừa,Mưa
Vinh Long,2023-11-14 07:56:35.000000 ,27.99,78,2.78,1013,31.77,9,92,10000,Mây u ám,Nắng
Lao Cai,2023-11-14 07:54:32.000000 ,17.88,94,0.47,1024,18.18,112,97,9508,Mây u ám,Nắng
Lagi,2023-11-14 08:01:33.000000 ,27.15,76,3.71,1014,29.67,62,40,10000,Mây rải rác,Nắng
Rach Gia,2023-11-14 07:58:13.000000 ,26.56,86,3.88,1013,26.56,28,73,10000,Mây rải rác,Nắng
Con Son,2023-11-14 08:00:40.000000 ,27.9,81,8.63,1013,32,71,100,10000,Mây u ám,Nắng
Cho Dok,2023-11-14 08:00:14.000000 ,26.54,82,3.85,1014,26.54,25,73,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-14 08:01:33.000000 ,29.04,74,2.89,1014,33.59,44,50,10000,Mây rải rác,Nắng
Phan Rang-Thap Cham,2023-11-14 07:58:14.000000 ,27.14,77,3.4,1015,29.75,17,92,10000,Mưa vừa,Mưa
Kwang Binh,2023-11-14 08:01:34.000000 ,22.23,90,5.33,1021,22.86,19,99,5320,Mây u ám,Nắng
Dien Bien Phu,2023-11-14 08:01:34.000000 ,18.94,96,0.93,1022,19.4,85,100,10000,Mây u ám,Nắng
Turan,2023-11-14 08:00:08.000000 ,25.99,89,5.66,1018,25.99,40,75,10000,Mây rải rác,Nắng
Don Luan,2023-11-14 07:58:15.000000 ,29.41,78,2.79,1014,35.43,61,41,10000,Mây rải rác,Nắng
Loc Ninh,2023-11-14 08:01:33.000000 ,29.04,74,2.89,1014,33.59,44,50,10000,Mây rải rác,Nắng
Song Cau,2023-11-14 07:58:13.000000 ,25.77,90,5.91,1016,26.75,30,96,8890,Mây u ám,Nắng
Bim Son,2023-11-14 08:01:35.000000 ,17.03,78,3.42,1024,16.83,10,100,10000,Mây u ám,Nắng
Cu Chi,2023-11-14 08:01:35.000000 ,29.01,81,2.89,1013,34.99,46,96,10000,Mây u ám,Nắng
Uyen Hung,2023-11-14 08:01:35.000000 ,28.78,79,2.2,1013,33.93,65,64,10000,Mây rải rác,Nắng
Ben Tre,2023-11-14 07:57:09.000000 ,26.67,83,1.38,1013,29.25,348,94,10000,Mây u ám,Nắng
Sa Dec,2023-11-14 07:57:00.000000 ,27.99,80,2.69,1013,32.07,16,99,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-11-14 07:58:17.000000 ,24.34,93,2.07,1016,25.26,353,100,10000,Mưa nhẹ,Mưa
Song Cau,2023-11-14 07:58:13.000000 ,25.77,90,5.91,1016,26.75,30,96,8890,Mây u ám,Nắng
Ngo Chau,2023-11-14 08:01:36.000000 ,24.27,95,3.24,1017,25.23,27,98,4153,Mây u ám,Nắng
Hoi An,2023-11-14 07:59:09.000000 ,25.98,86,6.42,1019,25.98,59,92,6287,Mây u ám,Nắng
Dong Ha,2023-11-14 08:00:19.000000 ,24.51,89,5.63,1019,25.34,51,94,10000,Mưa nhẹ,Mưa
Bim Son,2023-11-14 08:01:35.000000 ,17.03,78,3.42,1024,16.83,10,100,10000,Mây u ám,Nắng
Phu Ly,2023-11-14 08:00:15.000000 ,16.62,75,2.16,1024,16.3,1,100,10000,Mây u ám,Nắng
Hai Ha,2023-11-14 08:01:37.000000 ,17.16,94,0.45,1024,17.39,68,100,10000,Mây u ám,Nắng
Ha Dong,2023-11-14 08:01:37.000000 ,17.01,71,2.06,1024,16.62,26,100,10000,Mây u ám,Nắng
Hau Duong,2023-11-14 08:01:37.000000 ,17.02,67,4.12,1025,16.53,10,100,10000,Mây u ám,Nắng
Yen Lap,2023-11-14 08:00:17.000000 ,17.73,85,0.66,1024,17.78,31,78,10000,Mây rải rác,Nắng
Thanh Ba,2023-11-14 08:01:37.000000 ,17.73,80,0.55,1024,17.65,25,80,10000,Mây rải rác,Nắng
Doan Hung,2023-11-14 08:01:37.000000 ,18.1,79,0.59,1024,18.03,42,87,10000,Mây u ám,Nắng
Son Duong,2023-11-14 08:01:19.000000 ,17.59,79,0.85,1024,17.47,46,80,10000,Mây rải rác,Nắng
