Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Ap Van Tu Tay,2023-11-13 18:22:09.000000 ,26.34,90,2.63,1013,26.34,359,100,10000,Mưa vừa,Mưa
Song Cau,2023-11-13 18:22:08.000000 ,25.62,90,5.01,1014,26.59,28,100,10000,Mưa nhẹ,Mưa
Ngo Chau,2023-11-13 18:22:09.000000 ,24.45,95,2.83,1014,25.43,28,100,5990,Mưa vừa,Mưa
Hoi An,2023-11-13 18:22:09.000000 ,27.98,87,6.19,1016,33.17,67,100,5503,Mây u ám,Nắng
Dong Ha,2023-11-13 18:22:09.000000 ,24.77,89,6.94,1016,25.63,71,98,6507,Mưa vừa,Mưa
Bim Son,2023-11-13 18:22:08.000000 ,15.87,82,6.37,1022,15.65,352,100,10000,Mây u ám,Nắng
Phu Ly,2023-11-13 18:22:09.000000 ,15.68,79,4.85,1023,15.37,342,100,10000,Mây u ám,Nắng
Hai Ha,2023-11-13 18:22:09.000000 ,15.33,97,0.87,1023,15.45,31,100,10000,Mây u ám,Nắng
Ha Dong,2023-11-13 18:22:10.000000 ,16.01,76,4.19,1023,15.65,2,100,10000,Mây u ám,Nắng
Hau Duong,2023-11-13 18:22:10.000000 ,16.02,82,4.63,1024,15.82,20,100,10000,Mây u ám,Nắng
Yen Lap,2023-11-13 18:22:10.000000 ,16.4,95,0.8,1023,16.58,111,100,10000,Mây u ám,Nắng
Thanh Ba,2023-11-13 18:22:10.000000 ,16.49,93,0.83,1023,16.62,160,100,10000,Mây u ám,Nắng
Doan Hung,2023-11-13 18:22:10.000000 ,16.6,91,0.67,1023,16.69,132,100,10000,Mây u ám,Nắng
Son Duong,2023-11-13 18:22:10.000000 ,15.86,91,0.66,1024,15.88,67,100,10000,Mây u ám,Nắng
