Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Quang Ngai,2023-12-08 09:24:26.000000 ,22.65,90,1.71,1016,23.32,320,100,10000,Mây u ám,Nắng
Thai Binh,2023-12-08 09:24:26.000000 ,23.39,53,2.74,1016,23.17,156,69,10000,Mây rải rác,Nắng
My Tho,2023-12-08 09:24:26.000000 ,26.69,79,1.69,1013,28.99,24,100,10000,Mây u ám,Nắng
Tuy Hoa,2023-12-08 09:24:26.000000 ,23.99,88,2.37,1016,24.74,1,99,10000,Mây u ám,Nắng
Bac Lieu,2023-12-08 09:24:27.000000 ,27.81,75,6.19,1013,30.94,68,99,10000,Mây u ám,Nắng
Thanh Pho Uong Bi,2023-12-08 09:24:27.000000 ,23.99,51,2.2,1016,23.78,119,55,10000,Mây rải rác,Nắng
Bac Giang,2023-12-08 09:24:27.000000 ,21.04,52,2.24,1016,20.56,130,70,10000,Mây rải rác,Nắng
Tay Ninh,2023-12-08 09:24:27.000000 ,27.24,74,1.87,1013,29.66,314,72,10000,Mây rải rác,Nắng
Ninh Binh,2023-12-08 09:24:27.000000 ,22.69,57,2.23,1016,22.5,177,69,10000,Mây rải rác,Nắng
Tan An,2023-12-08 09:24:27.000000 ,28.01,78,2.07,1013,31.82,6,99,10000,Mây u ám,Nắng
Kon Tum,2023-12-08 09:24:27.000000 ,24.9,65,0.87,1015,25.14,51,54,10000,Mây rải rác,Nắng
Tam Ky,2023-12-08 09:24:27.000000 ,22.93,85,1.41,1016,23.5,322,100,10000,Mây u ám,Nắng
Vinh Long,2023-12-08 09:24:27.000000 ,27.99,79,1.74,1013,31.92,11,99,10000,Mây u ám,Nắng
Lao Cai,2023-12-08 09:24:27.000000 ,20.65,70,0.53,1017,20.6,135,49,10000,Mây rải rác,Nắng
Lagi,2023-12-08 09:24:28.000000 ,26.74,73,1.45,1013,28.64,44,100,10000,Mây u ám,Nắng
Rach Gia,2023-12-08 09:24:25.000000 ,26.33,80,1.31,1013,26.33,93,31,10000,Mây rải rác,Nắng
Con Son,2023-12-08 09:24:28.000000 ,26.56,84,9.84,1013,26.56,61,100,10000,Mây u ám,Nắng
Cho Dok,2023-12-08 09:24:28.000000 ,27.53,70,2.36,1013,29.78,285,47,10000,Mây rải rác,Nắng
Loc Ninh,2023-12-08 09:24:28.000000 ,27.38,62,0.46,1013,28.75,30,42,10000,Mưa nhẹ,Mưa
Phan Rang-Thap Cham,2023-12-08 09:24:28.000000 ,28.23,63,3.71,1014,30.17,35,80,10000,Mây rải rác,Nắng
Kwang Binh,2023-12-08 09:24:28.000000 ,22.39,68,0.21,1016,22.46,249,7,10000,Không xác định,Nắng
Dien Bien Phu,2023-12-08 09:24:28.000000 ,21.07,75,0.12,1016,21.19,311,100,10000,Mây u ám,Nắng
Turan,2023-12-08 09:19:41.000000 ,23.99,78,1.03,1017,24.48,0,40,10000,Mây rải rác,Nắng
Don Luan,2023-12-08 09:24:28.000000 ,27.75,74,1.12,1014,30.68,47,87,10000,Mây u ám,Nắng
Loc Ninh,2023-12-08 09:24:28.000000 ,27.38,62,0.46,1013,28.75,30,42,10000,Mưa nhẹ,Mưa
Song Cau,2023-12-08 09:24:28.000000 ,23.61,90,2.7,1016,24.38,349,100,10000,Mây u ám,Nắng
Bim Son,2023-12-08 09:24:29.000000 ,22.2,60,2.01,1016,22.04,191,42,10000,Mây rải rác,Nắng
Cu Chi,2023-12-08 09:24:29.000000 ,28.01,76,2.73,1013,31.52,345,99,10000,Mưa nhẹ,Mưa
Uyen Hung,2023-12-08 09:24:29.000000 ,27.78,75,2.65,1013,30.88,350,93,10000,Mưa nhẹ,Mưa
Ben Tre,2023-12-08 09:24:29.000000 ,26.47,79,1.74,1013,26.47,41,100,10000,Mây u ám,Nắng
Sa Dec,2023-12-08 09:24:29.000000 ,27.99,76,1.42,1013,31.48,355,95,10000,Mây u ám,Nắng
Ap Van Tu Tay,2023-12-08 09:24:29.000000 ,27.34,73,2.33,1015,29.75,9,83,10000,Mây rải rác,Nắng
Song Cau,2023-12-08 09:24:28.000000 ,23.61,90,2.7,1016,24.38,349,100,10000,Mây u ám,Nắng
Ngo Chau,2023-12-08 09:24:29.000000 ,23.26,90,1.51,1016,23.99,357,100,10000,Mây u ám,Nắng
Hoi An,2023-12-08 09:24:29.000000 ,23.98,82,1.6,1016,24.57,305,100,10000,Mây u ám,Nắng
Dong Ha,2023-12-08 09:24:29.000000 ,22.75,72,0.48,1016,22.96,219,7,10000,Không xác định,Nắng
Bim Son,2023-12-08 09:24:29.000000 ,22.2,60,2.01,1016,22.04,191,42,10000,Mây rải rác,Nắng
Phu Ly,2023-12-08 09:24:30.000000 ,22.73,56,2.38,1016,22.52,169,87,10000,Mây u ám,Nắng
Hai Ha,2023-12-08 09:24:30.000000 ,22.04,63,0.61,1016,21.94,162,54,10000,Mây rải rác,Nắng
Ha Dong,2023-12-08 09:24:30.000000 ,21.01,55,2.32,1016,20.6,147,89,10000,Mây u ám,Nắng
Hau Duong,2023-12-08 09:24:30.000000 ,21.02,68,2.57,1017,20.95,90,58,5000,Không xác định,Nắng
Yen Lap,2023-12-08 09:24:30.000000 ,21.34,63,0.9,1016,21.17,82,15,10000,Mây ít,Nắng
Thanh Ba,2023-12-08 09:24:30.000000 ,21.13,61,1.54,1016,20.89,115,17,10000,Mây ít,Nắng
Doan Hung,2023-12-08 09:24:30.000000 ,21.22,61,1.05,1016,20.99,110,13,10000,Mây ít,Nắng
Son Duong,2023-12-08 09:24:30.000000 ,21.28,60,0.75,1016,21.03,90,15,10000,Mây ít,Nắng
