Địa Điểm,Ngày/Giờ,Nhiệt Độ (°C),Độ Ẩm (%),Tốc Độ Gió (m/s),Áp Suất (hPa),Mức Đo Nhiệt Độ,Góc Hướng Gió,Độ Mây Che phủ,Tầm Nhìn(km),Mô Tả Thời Tiết,Thời Tiết
Sa Dec,2023-12-05 20:06:47.000000 ,27.99,82,3.55,1011,32.39,123,83,10000,Mây rải rác,Nắng
Ap Van Tu Tay,2023-12-05 20:06:47.000000 ,25.34,92,1.6,1014,26.33,354,29,10000,Mây rải rác,Nắng
Song Cau,2023-12-05 20:06:47.000000 ,24.44,92,3.36,1014,25.34,357,35,10000,Mưa nhẹ,Mưa
Ngo Chau,2023-12-05 20:06:48.000000 ,23.2,95,2.05,1014,24.06,355,30,10000,Mây rải rác,Nắng
Hoi An,2023-12-05 20:05:08.000000 ,25.98,87,2.58,1014,25.98,99,63,10000,Mây rải rác,Nắng
Dong Ha,2023-12-05 20:06:48.000000 ,23.9,93,1.63,1014,24.77,90,100,10000,Mây u ám,Nắng
Bim Son,2023-12-05 20:06:46.000000 ,21.25,88,1.41,1015,21.73,112,100,10000,Mây u ám,Nắng
Phu Ly,2023-12-05 20:06:48.000000 ,21.83,82,2.33,1015,22.21,140,100,10000,Mây u ám,Nắng
Hai Ha,2023-12-05 20:06:48.000000 ,20.36,93,0.96,1015,20.88,156,99,10000,Mây u ám,Nắng
Ha Dong,2023-12-05 20:06:49.000000 ,19.01,78,1.33,1014,19,96,100,10000,Mây u ám,Nắng
Hau Duong,2023-12-05 20:06:49.000000 ,19.02,88,1.03,1015,19.28,0,100,6000,Mây u ám,Nắng
Yen Lap,2023-12-05 20:06:49.000000 ,19.66,86,0.6,1015,19.93,94,99,10000,Mây u ám,Nắng
Thanh Ba,2023-12-05 20:06:49.000000 ,19.47,82,1.14,1015,19.61,119,100,10000,Mây u ám,Nắng
Doan Hung,2023-12-05 20:06:49.000000 ,19.93,82,1.11,1015,20.12,130,100,10000,Mây u ám,Nắng
Son Duong,2023-12-05 20:06:50.000000 ,19,85,0.71,1015,19.18,97,100,10000,Mây u ám,Nắng
